name,course,year,season,average_rating,num_reviews,average_gpa,num_students
Sarah Scriven,WGSS250,2022,spring,,,3.8877551020408156,49.0
Sarah Scriven,WMST250,2020,fall,,,3.932,25.0
Sarah Scriven,WMST250,2021,spring,,,3.9333333333333336,48.0
Sarah Tahamont,CCJS342,2018,fall,,,2.92,50.0
Sarah Tahamont,CCJS342,2019,spring,,,3.1919999999999997,50.0
Sarah Tahamont,CCJS452,2016,fall,,,3.0839999999999996,50.0
Sarah Tahamont,CCJS452,2017,fall,,,3.0488888888888894,45.0
Sarah Tahamont,CCJS452,2017,spring,,,3.24,50.0
Sarah Tahamont,CCJS452,2018,spring,,,2.9999999999999996,20.0
Sarah Tahamont,CCJS620,2016,fall,,,3.0500000000000003,14.0
Sarah Tahamont,CCJS620,2017,fall,,,2.9,7.0
Sarah Tahamont,CCJS620,2018,fall,,,3.036363636363637,11.0
Sarah Tahamont,CCJS620,2019,fall,,,3.090909090909091,11.0
Sarah Tahamont,CCJS620,2020,fall,,,3.233333333333333,6.0
Sarah Tahamont,CCJS620,2021,fall,,,3.4941176470588236,17.0
Sarah Tahamont,CCJS620,2022,fall,,,3.0,9.0
Sarah Tahamont,CCJS699L,2019,spring,,,3.5714285714285716,7.0
Sarah Tahamont,CCJS699L,2021,spring,,,3.9,6.0
Sarah Vollaro,EDCP108I,2019,fall,,,3.9000000000000004,26.0
Sarah Vollaro,EDCP108I,2020,spring,,,3.7888888888888888,27.0
Sarah Wilson,PEER311,2016,fall,,,3.923076923076923,13.0
Sarah Wilson,PEER311,2017,fall,,,3.9071428571428575,14.0
Sarah Wilson,PEER311,2018,fall,,,3.8454545454545452,11.0
Sarah Wilson,PEER311,2019,fall,,,3.9875000000000003,24.0
Sarah Wilson,PEER321,2017,spring,,,3.7545454545454544,11.0
Sarah Wilson,PEER321,2018,spring,,,3.7363636363636363,11.0
Sarah Wilson,PEER321,2019,spring,,,3.966666666666667,9.0
Sarah Wilson,PEER321,2020,spring,,,4.0,22.0
Sarah Wilson,UNIV100,2015,fall,,,3.909090909090909,11.0
Sarah Wilson,UNIV100,2016,fall,,,3.9499999999999997,18.0
Sarah Wilson,UNIV100,2017,fall,,,3.7771428571428567,35.0
Sarah Wilson,UNIV100,2018,fall,,,3.9411764705882355,17.0
Sarah Wilson,UNIV100,2019,fall,,,3.8125,16.0
Sarah Wilson,UNIV100,2020,fall,,,3.836842105263158,38.0
Sarah Wilson,UNIV100,2021,fall,,,3.8837837837837843,37.0
Sarah Wilson,UNIV100,2022,fall,,,3.3899999999999997,10.0
Sarah Wolek,BMGT160,2022,spring,,,3.5389830508474573,59.0
Sarah Wolek,BMGT298D,2022,spring,,,3.923529411764706,17.0
Sarah Wolek,BMGT360,2020,spring,,,3.9486486486486494,37.0
Sarah Wolek,BMGT360,2021,spring,,,3.76551724137931,29.0
Sarah Wolek,BMGT758I,2022,fall,,,3.821875,32.0
Sarah Wolek,EDCP108C,2020,fall,,,3.842857142857143,14.0
Sarah Wolek,EDCP108C,2021,fall,,,3.3000000000000003,46.0
Sarah Wolek,EDCP108C,2022,fall,,,3.7809523809523813,21.0
Sarah Wolek,EDCP108C,2022,spring,,,3.347826086956522,23.0
Sarah Wolek,GVPT319C,2017,fall,,,3.7695652173913046,23.0
Sarah Wolek,GVPT319C,2018,fall,,,3.8904761904761904,21.0
Sarah Wolek,GVPT319C,2018,spring,,,3.7960000000000003,25.0
Sarah Wolek,GVPT319D,2018,fall,,,3.9038461538461537,26.0
Sarah Wolek,GVPT319D,2018,spring,,,3.6999999999999997,24.0
Sarah Wolek,GVPT319D,2019,fall,,,3.852,25.0
Sarah Wolek,GVPT319E,2019,fall,,,3.656,25.0
Sarah Wolek,GVPT319E,2019,spring,,,3.832,25.0
Sarah Wolek,GVPT319F,2019,spring,,,3.8642857142857143,14.0
Sarah Wolek,PHPE350,2022,spring,,,3.6358974358974363,39.0
Sarah Yeakel,MATH120,2017,fall,,,2.4059405940594063,101.0
Sarah Yeakel,MATH120,2019,spring,,,2.7092715231788076,151.0
Sarah Yeakel,MATH130,2018,spring,,,2.5848484848484845,66.0
Sarah Yeakel,MATH220,2016,fall,,,2.9870000000000005,200.0
Sarah Yeakel,MATH299T,2019,spring,,,3.6363636363636362,11.0
Sarah Yeakel,MATH310,2017,spring,,,2.3642857142857143,28.0
Sarah Yeakel,MATH405,2018,spring,,,2.8,22.0
Sarah Yeakel,MATH406,2016,fall,,,2.90625,16.0
Sarah Yeakel,MATH432,2017,fall,,,2.7428571428571433,14.0
Sarah Yeakel,MATH730,2018,fall,,,3.6125,16.0
Sarah Zsak,HESP202,2022,fall,,,3.4656716417910447,67.0
Satyendra Verma,ECON230,2016,fall,,,2.343939393939394,66.0
Satyendra Verma,ECON230,2016,spring,,,2.892957746478873,71.0
Satyendra Verma,ECON230,2017,spring,,,2.588461538461538,52.0
Satyendra Verma,ECON230,2018,fall,,,2.4727272727272727,33.0
Satyendra Verma,ECON230,2018,spring,,,2.705882352941176,34.0
Satyendra Verma,ECON230,2019,spring,,,2.726923076923077,26.0
Satyendra Verma,ECON306,2013,fall,,,2.7,120.0
Satyendra Verma,ECON306,2017,fall,,,2.281981981981982,111.0
Satyendra Verma,ECON306,2017,spring,,,2.575,120.0
Satyendra Verma,ECON306,2018,fall,,,2.926086956521739,184.0
Satyendra Verma,ECON306,2018,spring,,,2.24,110.0
Satyendra Verma,ECON306,2019,fall,,,2.803703703703704,27.0
Satyendra Verma,ECON321,2014,spring,,,2.733962264150943,53.0
Satyendra Verma,ECON321,2015,fall,,,2.730898876404494,178.0
Saul Sosnowski,SPAN303,2019,spring,,,3.563636363636363,11.0
Saul Sosnowski,SPAN361,2012,fall,,,3.221052631578947,19.0
Saul Sosnowski,SPAN362,2012,spring,,,3.0782608695652174,23.0
Saul Sosnowski,SPAN362,2020,spring,,,3.6923076923076916,13.0
Saul Sosnowski,SPAN362,2021,spring,,,3.5058823529411764,17.0
Saul Sosnowski,SPAN363,2015,fall,,,3.35,10.0
Saul Sosnowski,SPAN363,2017,fall,,,3.3545454545454545,11.0
Saul Sosnowski,SPAN363,2017,spring,,,3.283333333333333,12.0
Saul Sosnowski,SPAN363,2019,spring,,,3.284615384615385,26.0
Saul Sosnowski,SPAN363,2020,fall,,,3.6239999999999997,25.0
Saul Sosnowski,SPAN363,2021,fall,,,3.5391304347826082,23.0
Saul Sosnowski,SPAN363,2022,spring,,,3.2066666666666666,15.0
Saul Sosnowski,SPAN408A,2021,spring,,,3.7428571428571433,14.0
Saul Sosnowski,SPAN408D,2018,fall,,,3.641666666666666,12.0
Saul Sosnowski,SPAN408E,2021,fall,,,3.692857142857143,14.0
Saul Sosnowski,SPAN408F,2016,fall,,,3.6399999999999997,10.0
Saul Sosnowski,SPAN408F,2020,spring,,,3.7111111111111117,18.0
Saul Sosnowski,SPAN408M,2014,fall,,,3.225,16.0
Saul Sosnowski,SPAN798C,2013,spring,,,3.9499999999999997,6.0
Saul Sosnowski,SPAN798C,2015,fall,,,3.4857142857142853,7.0
Saul Sosnowski,SPAN798J,2019,fall,,,3.8200000000000003,5.0
Saul Sosnowski,SPAN798N,2017,spring,,,3.9625,8.0
Saul Sosnowski,SPAN798N,2022,spring,,,3.85,4.0
Saul Sosnowski,SPAN798O,2014,spring,,,3.7399999999999998,5.0
Saul Sosnowski,SPAN798U,2020,fall,,,3.925,8.0
Saul Sosnowski,SPAN798W,2015,spring,,,3.766666666666667,6.0
Saul Sosnowski,SPAN798Z,2017,fall,,,3.914285714285714,7.0
Saverio Giovacchini,HIST142,2013,spring,,,3.388888888888889,54.0
Saverio Giovacchini,HIST142,2014,fall,,,3.231182795698924,93.0
Saverio Giovacchini,HIST142,2014,spring,,,3.3105263157894735,57.0
Saverio Giovacchini,HIST142,2015,fall,,,3.175,36.0
Saverio Giovacchini,HIST142,2016,fall,,,3.4733333333333336,30.0
Saverio Giovacchini,HIST142,2018,spring,,,3.145454545454546,66.0
Saverio Giovacchini,HIST142,2019,spring,,,3.141304347826087,46.0
Saverio Giovacchini,HIST142,2020,spring,,,3.7900000000000005,30.0
Saverio Giovacchini,HIST142,2022,spring,,,3.3000000000000007,25.0
Saverio Giovacchini,HIST289I,2012,spring,,,3.31,30.0
Saverio Giovacchini,HIST304,2016,spring,,,3.2153846153846155,39.0
Saverio Giovacchini,HIST319W,2018,fall,,,3.3083333333333336,36.0
Saverio Giovacchini,HIST319W,2019,fall,,,3.1674999999999995,40.0
Saverio Giovacchini,HIST319W,2020,fall,,,3.7448275862068967,29.0
Saverio Giovacchini,HIST396,2016,spring,,,3.5714285714285716,7.0
Saverio Giovacchini,HIST396,2021,spring,,,4.0,5.0
Saverio Giovacchini,HIST408L,2019,fall,,,3.0,11.0
Saverio Giovacchini,HIST408T,2021,fall,,,3.6900000000000004,10.0
Saverio Giovacchini,HIST408Y,2015,spring,,,2.9230769230769225,13.0
Saverio Giovacchini,HIST408Y,2016,spring,,,2.9916666666666667,12.0
Saverio Giovacchini,HIST408Y,2017,spring,,,3.4899999999999993,10.0
Saverio Giovacchini,HIST428Q,2015,spring,,,3.141666666666667,12.0
Saverio Giovacchini,HIST457,2017,spring,,,2.972727272727272,11.0
Saverio Giovacchini,HIST601,2012,fall,,,3.6,10.0
Saverio Giovacchini,HIST601,2014,fall,,,3.591666666666667,12.0
Saverio Giovacchini,HIST601,2016,fall,,,3.6266666666666665,15.0
Saverio Giovacchini,HIST601,2018,fall,,,3.6,14.0
Saverio Giovacchini,HIST601,2020,fall,,,4.0,10.0
Saverio Giovacchini,HIST608B,2020,spring,,,4.0,7.0
Saverio Giovacchini,HIST608N,2014,spring,,,3.9,3.0
Saverio Giovacchini,HIST619J,2013,spring,,,3.65,6.0
Saverio Giovacchini,HIST619P,2019,spring,,,3.7166666666666663,6.0
Saverio Giovacchini,HIST619W,2018,spring,,,3.6,5.0
Savreen Hundal,COMM107,2013,fall,,,3.7473684210526317,38.0
Savreen Hundal,COMM107,2014,spring,,,3.6026315789473684,38.0
Savreen Hundal,COMM107,2015,fall,,,3.339473684210526,38.0
Savreen Hundal,COMM107,2016,spring,,,3.607894736842105,38.0
Savreen Hundal,COMM107,2019,spring,,,3.521052631578948,19.0
Savreen Hundal,COMM107,2022,fall,,,3.4527027027027026,74.0
Savreen Hundal,COMM382,2019,spring,,,3.729411764705883,34.0
Saymin Lee,COMM107,2019,fall,,,3.6815789473684206,38.0
Saymin Lee,COMM107,2020,spring,,,3.6184210526315788,38.0
Saymin Lee,COMM107,2021,fall,,,3.7916666666666674,36.0
Scot Reese,HHUM106,2014,spring,,,4.0,11.0
Scot Reese,THET222,2014,spring,,,3.888888888888889,9.0
Scot Reese,THET222,2015,fall,,,3.7857142857142856,14.0
Scot Reese,THET222,2016,fall,,,3.6666666666666665,9.0
Scot Reese,THET222,2017,fall,,,3.8285714285714287,14.0
Scot Reese,THET222,2018,fall,,,3.835714285714286,14.0
Scot Reese,THET222,2019,fall,,,3.8333333333333335,12.0
Scot Reese,THET222,2020,fall,,,4.0,11.0
Scot Reese,THET222,2021,fall,,,3.8181818181818183,11.0
Scot Reese,THET222,2022,fall,,,4.0,7.0
Scot Reese,THET293,2013,fall,,,3.9523809523809526,21.0
Scot Reese,THET294,2014,fall,,,3.736842105263158,19.0
Scot Reese,THET330,2012,fall,,,3.6,10.0
Scot Reese,THET330,2013,fall,,,3.6,10.0
Scot Reese,THET330,2014,fall,,,3.75,8.0
Scot Reese,THET330,2015,fall,,,3.7142857142857144,7.0
Scot Reese,THET330,2016,fall,,,3.7142857142857144,7.0
Scot Reese,THET330,2018,fall,,,3.914285714285714,7.0
Scot Reese,THET330,2019,fall,,,3.875,8.0
Scot Reese,THET330,2020,fall,,,4.0,5.0
Scot Reese,THET330,2021,fall,,,4.0,8.0
Scot Reese,THET399T,2012,fall,,,4.0,20.0
Scot Reese,THET425,2021,spring,,,4.0,5.0
Scot Reese,THET429,2022,fall,,,4.0,12.0
Scot Reese,THET451,2013,spring,,,3.933333333333333,15.0
Scot Reese,THET451,2015,spring,,,3.9285714285714284,14.0
Scot Reese,THET451,2017,spring,,,4.0,13.0
Scot Reese,THET451,2019,spring,,,3.9166666666666665,12.0
Scot Reese,THET451,2021,spring,,,4.0,11.0
Scot Reese,THET452,2012,spring,,,3.9625,16.0
Scot Reese,THET452,2014,spring,,,3.9181818181818184,11.0
Scot Reese,THET452,2016,spring,,,4.0,13.0
Scot Reese,THET452,2017,fall,,,3.9499999999999997,12.0
Scot Reese,THET452,2020,spring,,,4.0,13.0
Scot Reese,THET452,2022,spring,,,4.0,12.0
Scott Gilkeson,CMSC434,2014,spring,,,3.6700000000000004,40.0
Scott Gilkeson,CMSC434,2015,fall,,,3.525,44.0
Scott Gilkeson,CMSC434,2018,spring,,,3.926666666666667,45.0
Scott Gilkeson,CMSC434,2020,spring,,,3.9452380952380954,42.0
Scott Hudson,BMGT302,2016,fall,,,3.3125,16.0
Scott Juntti,BIOL709W,2020,fall,,,3.8,5.0
Scott Juntti,BSCI339W,2018,fall,,,3.7142857142857144,7.0
Scott Juntti,BSCI339W,2019,fall,,,3.814285714285714,7.0
Scott Juntti,BSCI339W,2020,fall,,,3.526666666666667,30.0
Scott Juntti,BSCI339W,2021,fall,,,3.774193548387097,31.0
Scott Juntti,BSCI381,2022,fall,,,3.746875,32.0
Scott Juntti,BSCI440,2018,spring,,,3.0646551724137927,116.0
Scott Kastner,GVPT200,2013,spring,,,3.261538461538461,143.0
Scott Kastner,GVPT200,2014,spring,,,3.3487804878048775,82.0
Scott Kastner,GVPT204,2022,fall,,,3.0058823529411764,17.0
Scott Kastner,GVPT289J,2013,spring,,,3.442372881355932,59.0
Scott Kastner,GVPT289J,2014,fall,,,3.0574468085106385,47.0
Scott Kastner,GVPT289J,2015,fall,,,2.9641304347826094,92.0
Scott Kastner,GVPT289J,2017,spring,,,3.293333333333334,90.0
Scott Kastner,GVPT289J,2018,fall,,,3.662068965517241,116.0
Scott Kastner,GVPT289J,2018,spring,,,3.3999999999999995,116.0
Scott Kastner,GVPT289J,2019,fall,,,3.707692307692308,117.0
Scott Kastner,GVPT289J,2020,fall,,,3.5904347826086958,115.0
Scott Kastner,GVPT386,2022,fall,,,4.0,29.0
Scott Kastner,GVPT389,2022,fall,,,4.0,9.0
Scott Kastner,GVPT409E,2019,fall,,,3.6222222222222227,27.0
Scott Kastner,GVPT409E,2020,fall,,,3.657692307692308,26.0
Scott Kastner,GVPT409H,2012,spring,,,3.506666666666667,15.0
Scott Kastner,GVPT409H,2015,spring,,,3.7133333333333334,15.0
Scott Kastner,GVPT409H,2017,fall,,,3.7625,16.0
Scott Kastner,GVPT409M,2022,spring,,,3.63448275862069,29.0
Scott Kastner,GVPT409Q,2012,spring,,,3.33,30.0
Scott Kastner,GVPT414,2021,spring,,,3.8785714285714286,28.0
Scott Kastner,GVPT414,2022,spring,,,3.5733333333333337,30.0
Scott Kastner,GVPT708A,2012,fall,,,3.677777777777778,9.0
Scott Kastner,GVPT708A,2013,fall,,,3.9,6.0
Scott Kastner,GVPT708A,2016,fall,,,3.3875,8.0
Scott Kastner,GVPT708A,2022,fall,,,3.6799999999999997,5.0
Scott Kastner,GVPT889B,2020,spring,,,4.0,6.0
Scott Kastner,GVPT889E,2017,fall,,,3.85,4.0
Scott Preston,STAT410,2020,spring,,,2.81,30.0
Scott Preston,STAT426,2020,fall,,,2.870588235294118,17.0
Scott Preston,STAT426,2021,spring,,,3.2615384615384615,13.0
Scott Roberts,PSYC100,2012,fall,,,2.9808219178082194,73.0
Scott Roberts,PSYC100,2014,fall,,,2.952808988764045,89.0
Scott Roberts,PSYC100,2015,fall,,,3.039473684210526,76.0
Scott Roberts,PSYC100,2016,fall,,,2.884615384615385,78.0
Scott Roberts,PSYC100,2017,fall,,,3.1166666666666667,72.0
Scott Roberts,PSYC100,2018,fall,,,2.838392857142857,112.0
Scott Roberts,PSYC100,2019,fall,,,2.98,70.0
Scott Roberts,PSYC100,2020,fall,,,3.0800000000000005,70.0
Scott Roberts,PSYC111,2013,fall,,,4.0,49.0
Scott Roberts,PSYC111,2014,fall,,,3.7810126582278483,237.0
Scott Roberts,PSYC111,2014,spring,,,3.7728888888888887,225.0
Scott Roberts,PSYC111,2015,spring,,,3.5262773722627734,274.0
Scott Roberts,PSYC289E,2014,fall,,,3.3157024793388428,121.0
Scott Roberts,PSYC424,2013,spring,,,3.2190476190476196,21.0
Scott Roberts,PSYC424,2014,spring,,,3.2736842105263158,19.0
Scott Roberts,PSYC424,2015,spring,,,3.3227272727272723,22.0
Scott Roberts,PSYC798B,2012,spring,,,4.0,6.0
Scott Roberts,PSYC798B,2013,fall,,,4.0,8.0
Scott Roberts,PSYC798B,2013,spring,,,3.957142857142857,7.0
Scott Roberts,PSYC798B,2014,fall,,,4.0,8.0
Scott Roberts,TLTC798,2017,spring,,,4.0,11.0
Scott Roberts,UNIV798A,2016,spring,,,3.9181818181818184,11.0
Scott Trudell,ARHU158D,2015,fall,,,3.3333333333333335,9.0
Scott Trudell,ENGL121,2021,spring,,,3.604918032786885,61.0
Scott Trudell,ENGL301,2013,fall,,,3.1399999999999997,20.0
Scott Trudell,ENGL301,2013,spring,,,2.8789473684210525,19.0
Scott Trudell,ENGL301,2014,spring,,,2.4625,8.0
Scott Trudell,ENGL301,2016,fall,,,3.3250000000000006,20.0
Scott Trudell,ENGL301,2017,fall,,,2.985,20.0
Scott Trudell,ENGL301,2018,fall,,,3.1933333333333334,15.0
Scott Trudell,ENGL301,2020,fall,,,3.2666666666666666,18.0
Scott Trudell,ENGL301,2022,fall,,,3.335714285714286,14.0
Scott Trudell,ENGL304,2019,spring,,,3.2681818181818185,22.0
Scott Trudell,ENGL305,2012,fall,,,3.006896551724138,29.0
Scott Trudell,ENGL305,2018,spring,,,3.045,20.0
Scott Trudell,ENGL305,2019,spring,,,2.925925925925926,27.0
Scott Trudell,ENGL308A,2020,spring,,,3.4153846153846152,13.0
Scott Trudell,ENGL403,2012,fall,,,2.8874999999999997,24.0
Scott Trudell,ENGL403,2013,fall,,,3.0045454545454544,22.0
Scott Trudell,ENGL403,2013,spring,,,2.7150000000000003,20.0
Scott Trudell,ENGL414,2016,fall,,,3.1133333333333337,15.0
Scott Trudell,ENGL428G,2018,spring,,,3.6631578947368424,19.0
Scott Trudell,ENGL621,2015,fall,,,3.6866666666666665,15.0
Scott Trudell,ENGL621,2017,fall,,,3.7083333333333335,12.0
Scott Trudell,ENGL719A,2014,spring,,,3.66,5.0
Scott Trudell,ENGL719E,2020,spring,,,3.9499999999999997,6.0
Sean Cao,BMGT310,2022,fall,,,3.2218750000000003,32.0
Sean Cao,BUAC731,2022,fall,,,3.6142857142857143,14.0
Sean Gruber,MATH115,2018,fall,,,3.0625,32.0
Sean Gruber,MATH213,2019,fall,,,3.467567567567568,37.0
Sean Gruber,MATH213,2021,fall,,,3.931578947368421,19.0
Sean Gruber,MATH312,2020,spring,,,3.78,10.0
Sean Gruber,MATH312,2021,spring,,,3.857142857142857,7.0
Sean Gruber,MATH312,2022,spring,,,3.913333333333333,15.0
Sean Rao,CPSN100,2019,fall,,,3.897727272727273,44.0
Sean Rhodes,COMM230,2022,fall,,,3.5446808510638297,47.0
Sebastian Galiani,ECON321,2016,spring,,,3.537313432835821,67.0
Sebastian Galiani,ECON416,2015,spring,,,3.5500000000000007,34.0
Sebastian Galiani,ECON416,2016,spring,,,3.4499999999999997,36.0
Sebastian Galiani,ECON416,2019,spring,,,3.335,20.0
Sebastian Galiani,ECON416,2020,fall,,,3.5,22.0
Sebastian Galiani,ECON416,2020,spring,,,3.6384615384615384,13.0
Sebastian Galiani,ECON416,2021,fall,,,3.569565217391305,23.0
Sebastian Galiani,ECON416,2021,spring,,,3.669230769230769,13.0
Sebastian Galiani,ECON416,2022,spring,,,3.6608695652173915,23.0
Sebastian Galiani,ECON465,2022,fall,,,3.5700000000000003,30.0
Sebastian Galiani,ECON615,2016,spring,,,3.91,10.0
Sebastian Galiani,ECON615,2019,spring,,,3.7399999999999998,5.0
Sebastian Galiani,ECON615,2021,spring,,,3.85,6.0
Sebastian Galiani,ECON626,2012,fall,,,3.461904761904762,21.0
Sebastian Galiani,ECON626,2013,fall,,,3.0789473684210527,19.0
Sebastian Wang,MUSC129Q,2012,fall,,,3.957142857142857,7.0
Sebastian Wang,MUSC129Q,2012,spring,,,3.478571428571428,14.0
Sebastian Wang,MUSC129Q,2013,fall,,,3.37,10.0
Sebastian Wang,MUSC129Q,2013,spring,,,3.9000000000000004,9.0
Sebastian Wang,MUSC129Q,2014,fall,,,3.73125,16.0
Sebastian Wang,MUSC129Q,2014,spring,,,4.0,13.0
Sebastian Wang,MUSC129Q,2015,fall,,,3.972727272727273,11.0
Sebastian Wang,MUSC129Q,2015,spring,,,3.94,5.0
Sebastian Wang,MUSC129Q,2016,fall,,,4.0,9.0
Sebastian Wang,MUSC129Q,2016,spring,,,3.922222222222222,9.0
Sebastian Wang,MUSC129Q,2017,spring,,,3.8999999999999995,13.0
Sebastian Wang,MUSC129Q,2018,fall,,,4.0,14.0
Sebastian Wang,MUSC129Q,2018,spring,,,4.0,15.0
Sebastian Wang,MUSC129Q,2019,fall,,,4.0,5.0
Sebastian Wang,MUSC129Q,2019,spring,,,3.8357142857142854,14.0
Sebastian Wang,MUSC129Q,2020,spring,,,3.3285714285714287,7.0
Sebastian Wang,MUSC129Q,2022,fall,,,3.7600000000000002,5.0
Selvon Waldron,PLCY310,2021,fall,,,4.0,37.0
Sennur Ulukus,ENEE324,2013,spring,,,2.983333333333334,24.0
Sennur Ulukus,ENEE324,2021,fall,,,3.2864864864864862,37.0
Sennur Ulukus,ENEE324H,2015,spring,,,3.3588235294117648,17.0
Sennur Ulukus,ENEE420,2017,fall,,,3.1772727272727277,22.0
Sennur Ulukus,ENEE439M,2020,spring,,,3.723076923076923,26.0
Sennur Ulukus,ENEE623,2012,fall,,,3.3357142857142854,14.0
Sennur Ulukus,ENEE623,2016,fall,,,3.5999999999999996,9.0
Sennur Ulukus,ENEE623,2018,fall,,,3.2625,8.0
Sennur Ulukus,ENEE623,2020,fall,,,3.6666666666666665,6.0
Sennur Ulukus,ENEE627,2014,spring,,,3.231578947368421,19.0
Sennur Ulukus,ENEE627,2017,spring,,,2.935,20.0
Sennur Ulukus,ENEE627,2021,spring,,,3.475,20.0
Sennur Ulukus,ENEE627,2022,spring,,,3.2300000000000004,20.0
Sennur Ulukus,ENEE662,2022,fall,,,2.8653846153846154,26.0
Sennur Ulukus,ENEE698A,2012,fall,,,4.0,7.0
Sennur Ulukus,ENEE720,2012,spring,,,3.123076923076923,13.0
Sennur Ulukus,ENEE720,2014,fall,,,4.0,4.0
Seo Chung,CPSN100,2019,fall,,,4.0,6.0
Seokwoo Lee,BMGT347,2022,spring,,,3.324242424242424,33.0
Seokwoo Lee,BMGT347F,2021,fall,,,3.911764705882353,17.0
Seokwoo Lee,BMGT442F,2022,spring,,,3.8875,16.0
Seokwoo Lee,BUFN660,2022,fall,,,3.4428571428571426,42.0
Seong Minne Koh,KORA101,2017,fall,,,3.2857142857142856,14.0
Seong Minne Koh,KORA101,2018,fall,,,3.564285714285714,28.0
Seong Minne Koh,KORA101,2019,fall,,,3.2,14.0
Seong Minne Koh,KORA101,2020,fall,,,3.7299999999999995,40.0
Seong Minne Koh,KORA101,2021,fall,,,3.365517241379311,29.0
Seong Minne Koh,KORA101,2022,fall,,,3.177777777777778,27.0
Seong Minne Koh,KORA102,2018,spring,,,3.5307692307692307,13.0
Seong Minne Koh,KORA102,2019,spring,,,3.3666666666666663,27.0
Seong Minne Koh,KORA102,2020,spring,,,3.5655172413793106,29.0
Seong Minne Koh,KORA102,2021,spring,,,3.657142857142857,35.0
Seong Minne Koh,KORA102,2022,spring,,,3.04,30.0
Seong Minne Koh,KORA201,2020,fall,,,3.7322580645161287,31.0
Seong Minne Koh,KORA201,2022,fall,,,2.9347826086956528,23.0
Seong Minne Koh,KORA202,2021,spring,,,3.6965517241379313,29.0
Seong Minne Koh,KORA202,2022,spring,,,3.410714285714286,28.0
Seong Minne Koh,KORA398W,2022,fall,,,3.429411764705882,17.0
Seppo Iso-Ahola,HONR258O,2013,fall,,,3.74,15.0
Seppo Iso-Ahola,HONR258O,2014,fall,,,3.822222222222222,9.0
Seppo Iso-Ahola,HONR258O,2015,fall,,,3.876923076923077,13.0
Seppo Iso-Ahola,HONR258O,2016,fall,,,3.8615384615384616,13.0
Seppo Iso-Ahola,HONR258O,2017,fall,,,3.857142857142857,7.0
Seppo Iso-Ahola,HONR258O,2019,fall,,,4.0,7.0
Seppo Iso-Ahola,HONR258O,2020,fall,,,3.9416666666666664,12.0
Seppo Iso-Ahola,KNES440,2012,fall,,,3.1047619047619044,21.0
Seppo Iso-Ahola,KNES440,2013,fall,,,2.882142857142857,28.0
Seppo Iso-Ahola,KNES440,2014,fall,,,2.72,25.0
Seppo Iso-Ahola,KNES440,2015,fall,,,3.0736842105263156,19.0
Seppo Iso-Ahola,KNES440,2016,fall,,,2.417391304347826,23.0
Seppo Iso-Ahola,KNES440,2017,fall,,,2.6076923076923078,26.0
Seppo Iso-Ahola,KNES440,2018,fall,,,2.9217391304347826,23.0
Seppo Iso-Ahola,KNES440,2019,fall,,,2.5875000000000004,16.0
Seppo Iso-Ahola,KNES440,2020,fall,,,3.1428571428571432,14.0
Seppo Iso-Ahola,KNES440,2021,fall,,,2.63,10.0
Seppo Iso-Ahola,KNES440,2022,fall,,,3.6100000000000003,10.0
Seppo Iso-Ahola,KNES442,2012,spring,,,2.8153846153846156,26.0
Seppo Iso-Ahola,KNES442,2013,spring,,,2.803703703703704,27.0
Seppo Iso-Ahola,KNES442,2014,spring,,,3.275,16.0
Seppo Iso-Ahola,KNES442,2016,spring,,,2.6666666666666665,30.0
Seppo Iso-Ahola,KNES442,2017,spring,,,2.8600000000000003,20.0
Seppo Iso-Ahola,KNES442,2018,spring,,,2.785185185185185,27.0
Seppo Iso-Ahola,KNES442,2020,spring,,,3.288888888888889,9.0
Seppo Iso-Ahola,KNES442,2021,spring,,,3.0125,8.0
Seppo Iso-Ahola,KNES442,2022,spring,,,3.16,10.0
Seppo Iso-Ahola,KNES498Y,2013,spring,,,2.6625,8.0
Seppo Iso-Ahola,KNES610,2013,spring,,,3.0200000000000005,5.0
Seppo Iso-Ahola,KNES610,2015,spring,,,3.7142857142857144,7.0
Seppo Iso-Ahola,KNES610,2017,spring,,,3.4500000000000006,6.0
Seppo Iso-Ahola,KNES689O,2019,spring,,,3.1705882352941175,17.0
Sergei Sukharev,BIOL704,2020,fall,,,3.855555555555556,9.0
Sergei Sukharev,BIOL709R,2018,spring,,,3.5700000000000003,10.0
Sergei Sukharev,BIOL709R,2019,spring,,,3.3874999999999997,8.0
Sergei Sukharev,BIOL709R,2020,spring,,,3.783333333333333,6.0
Sergei Sukharev,BISI712,2021,fall,,,4.0,14.0
Sergei Sukharev,BSCI338O,2012,fall,,,3.6750000000000003,16.0
Sergei Sukharev,BSCI338O,2012,spring,,,3.35625,16.0
Sergei Sukharev,BSCI404,2013,fall,,,3.766666666666667,12.0
Sergei Sukharev,BSCI404,2014,fall,,,3.5076923076923086,13.0
Sergei Sukharev,BSCI404,2015,fall,,,3.411764705882353,17.0
Sergei Sukharev,BSCI404,2016,fall,,,3.54,10.0
Sergei Sukharev,BSCI404,2017,fall,,,3.6052631578947367,19.0
Sergei Sukharev,BSCI404,2018,fall,,,3.1999999999999997,14.0
Sergei Sukharev,BSCI404,2019,fall,,,3.76,15.0
Sergei Sukharev,BSCI404,2020,fall,,,3.7777777777777777,9.0
Sergei Sukharev,BSCI404,2021,fall,,,3.816666666666667,18.0
Sergei Sukharev,BSCI404,2022,fall,,,3.9,14.0
